,MODEL,WEIGHTED,R2,AIC,BIC
70,"('Items', 'Gender_Male', 'CityTier_Tier_2')",-224.88073045019507,0.002157447775850918,33166.867767583215,33188.78496613435
56,"('Age', 'Gender_Male', 'CityTier_Tier_3')",-224.8868774906589,0.0020100425608451378,33167.12936732668,33189.04656587781
64,"('Items', 'TransactionTime', 'Gender_Male')",-224.88722817863106,0.0020013059894343765,33167.14487088974,33189.06206944087
65,"('Items', 'TransactionTime', 'CityTier_Tier_2')",-224.90446355175143,0.0015109597399433072,33168.014801829355,33189.93200038049
57,"('Age', 'CityTier_Tier_2', 'CityTier_Tier_3')",-224.91057140201903,0.0012933660919336454,33168.4007012754,33190.317899826536
51,"('Age', 'TransactionTime', 'CityTier_Tier_3')",-224.91195042469442,0.0012389668866381598,33168.49716440639,33190.41436295753
86,"('TransactionTime', 'Gender_Male', 'CityTier_Tier_2')",-224.92094845605516,-0.0008004245613058014,33172.10972004233,33194.02691859347
55,"('Age', 'Gender_Male', 'CityTier_Tier_2')",-224.92180782405805,0.0007420421214233697,33169.37809074524,33191.29528929637
49,"('Age', 'TransactionTime', 'Gender_Male')",-224.92357033691755,0.0006121455049241664,33169.60829352225,33191.525492073386
92,"('Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-224.92363462894215,0.0006068829949191779,33169.61761911155,33191.53481766269
87,"('TransactionTime', 'Gender_Male', 'CityTier_Tier_3')",-224.92415492494968,0.0005624908076593549,33169.69628366934,33191.61348222048
88,"('TransactionTime', 'CityTier_Tier_2', 'CityTier_Tier_3')",-224.92726007426936,-8.726614820031564e-05,33170.84727676882,33192.76447531996
50,"('Age', 'TransactionTime', 'CityTier_Tier_2')",-224.9273016747702,-5.811666643373847e-05,33170.79565678894,33192.712855340076
106,"('Age', 'Items', 'Gender_Male', 'CityTier_Tier_3')",-282.2832130611784,0.00424827053448118,33164.15047387406,33191.54697206298
107,"('Age', 'Items', 'CityTier_Tier_2', 'CityTier_Tier_3')",-282.334599755447,0.0035931724676386834,33165.315219234435,33192.71171742335
101,"('Age', 'Items', 'TransactionTime', 'CityTier_Tier_3')",-282.3376250091383,0.0035508416456935255,33165.39045586589,33192.786954054805
105,"('Age', 'Items', 'Gender_Male', 'CityTier_Tier_2')",-282.36767584554696,0.0030991292828024264,33166.19310727854,33193.58960546745
99,"('Age', 'Items', 'TransactionTime', 'Gender_Male')",-282.37530603651163,0.0029735365164818006,33166.41620948055,33193.812707669465
147,"('Items', 'Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-282.38137480899456,0.0028697247301928686,33166.600598871926,33193.99709706084
142,"('Items', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_3')",-282.38375133372506,0.0028280344999100926,33166.67464321318,33194.07114140209
100,"('Age', 'Items', 'TransactionTime', 'CityTier_Tier_2')",-282.40713931085094,0.0023791138241957555,33167.47175708838,33194.868255277295
143,"('Items', 'TransactionTime', 'CityTier_Tier_2', 'CityTier_Tier_3')",-282.41353140211265,0.002240835410397879,33167.71721516152,33195.11371335044
141,"('Items', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_2')",-282.4383945120514,0.0015927225837181203,33168.86722733709,33196.263725526005
127,"('Age', 'Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-282.44115426850874,0.0015036713704339455,33169.025181580204,33196.42167976912
122,"('Age', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_3')",-282.442787044143,0.0014484121330088362,33169.12319035475,33196.51968854367
123,"('Age', 'TransactionTime', 'CityTier_Tier_2', 'CityTier_Tier_3')",-282.4584714636148,0.0007289565955114208,33170.398734832066,33197.79523302098
121,"('Age', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_2')",-282.46348107196354,0.00017856711216412968,33171.37391713224,33198.77041532115
161,"('TransactionTime', 'Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-282.46378044391605,4.793364968258551e-05,33171.60529519827,33199.001793387186
182,"('Age', 'Items', 'Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-326.9531692382187,0.003732321562930574,33166.06476495451,33198.94056278121
177,"('Age', 'Items', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_3')",-326.95667614159146,0.003685059091063647,33166.14877837196,33199.02457619865
178,"('Age', 'Items', 'TransactionTime', 'CityTier_Tier_2', 'CityTier_Tier_3')",-327.000571999984,0.0030318020664619194,33167.309595126426,33200.18539295312
176,"('Age', 'Items', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_2')",-327.0281839037547,0.002536130863021513,33168.18987952805,33201.065677354745
211,"('Items', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-327.0393873742766,0.0023048278473366546,33168.600511095894,33201.47630892259
196,"('Age', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-327.08368589922657,0.000941288013310837,33171.01926629713,33203.895064123826
232,"('Age', 'Items', 'TransactionTime', 'Gender_Male', 'CityTier_Tier_2', 'CityTier_Tier_3')",-363.4564564757643,0.003168560388217778,33168.06295915245,33206.41805661693
